time,cam_x,cam_y,cam_z,obj_x,obj_y,obj_z,cam_i,cam_j,cam_k,cam_w,obj_i,obj_j,obj_k,obj_w
0.05,107.40379467024881,25.513084996109285,134.15102303015087,-65.70382387621251,856.6643960261665,139.23827353837473,0.00809499732558394,-0.021787230613453418,0.6851881151361057,0.7279952159710432,-0.010751454253636212,0.003559904555366891,-0.7891218875002102,0.6141322170177155
0.05,111.08532398818173,25.485696690313013,134.19151728738015,-54.68231382226887,856.7607921645422,139.23065495606397,0.00861382718923299,-0.022197031631385252,0.685262137784306,0.7279072030741227,-0.011358156050936595,0.003846501580439452,-0.7923168791604319,0.6099919341386308
0.05,114.99914197285294,25.441436301801257,134.23944545938016,-44.72902743509894,856.6473828668961,139.39709295273497,0.009229329535578855,-0.02288943170789006,0.685500966539911,0.7276532953716773,-0.016533783016356118,-0.0026468124096872096,-0.783862064723685,0.6207091846350895
0.05,118.69824345308145,25.390247590738863,134.31794554276934,-35.12425972368285,856.6499027675131,139.26893697658306,0.012050928305142502,-0.024074576796167688,0.6851558296682094,0.7278988109282344,-0.01641958491711637,-0.00484127594169385,-0.7854958128151276,0.6186301700760385
0.05,122.378079307492,25.305936161986182,134.35631148142605,-26.486694018490326,857.0090144940531,139.20724843003944,0.014422065057319649,-0.025935873151914833,0.6870150331824224,0.7260369678636794,-0.011073335778296521,0.0042276989195167555,-0.7890836877917393,0.6141713453569583
0.05,126.04181917323974,25.289480471372233,134.3119462101656,-18.55013458207642,857.0973141178489,139.22492335836498,0.01371582241773054,-0.0247274723627342,0.6865607311358222,0.7265223952420192,-0.010485224662887375,0.0045907063169411694,-0.7898319207024246,0.6132165380343223
0.05,130.37880439495422,25.46327305389909,134.2095329765933,-10.934799949047536,857.155123330799,139.18365792026242,0.010394132810121418,-0.024305377776653946,0.6852586277488845,0.7278199115921297,-0.011028728166235213,0.004471659434278673,-0.7890988160321722,0.6141509830274338
0.05,134.36087104430982,25.316405649411553,134.34138735519528,-3.9466998483287816,857.1807363243528,139.1717529340746,0.014691924690182948,-0.026324348076285635,0.6873344611022592,0.7257151745888489,-0.010537622563965381,0.004227644316186915,-0.7938293288685075,0.6080346060566045
0.05,138.9271990548921,25.331776072237904,134.32588468062096,2.280777017440524,857.2651425274983,139.16687744935717,0.015171172350423283,-0.0270948535415769,0.6873159967777646,0.7256944432848182,-0.009711674397941121,0.004339185590155389,-0.7909738290714418,0.6117575145209615
0.05,143.6244614085882,25.366989081790656,134.26839858422068,7.355781518988918,857.2818333942012,139.15724397647026,0.014831595927531138,-0.027021547178624452,0.6874411529339296,0.7255856400199673,-0.010354995539162363,0.004701011330053778,-0.79437573518823,0.6073202334057526
0.05,148.8079216873659,25.591224658250855,134.02197731448575,12.329401822463344,857.3923729630613,139.2464006488717,0.008538981142932875,-0.022621460831976404,0.6852567912249892,0.7279000517865758,-0.009343056355475781,0.005302197401448727,-0.7907343758535064,0.6120651442814076
0.05,153.36217755177032,25.551957368258407,134.0435955589104,17.579219334521238,857.3869078065084,139.16204677643648,0.008723139474667928,-0.02237239192851049,0.6854929186609706,0.727683201250906,-0.009484055322781099,0.004289212176170179,-0.7900810540299611,0.6129140098059824
0.05,158.50060023100238,25.53244815569919,133.98661611013642,23.00955429659512,857.3716064084607,139.14524787565276,0.008141217488871071,-0.021973929206551016,0.6844510165327615,0.7286821481141786,-0.01011320214959101,0.0036445560627542256,-0.7946682174329477,0.6069488154328407
0.05,162.54244015051557,25.51824398314724,134.02723405944178,26.31252729742878,857.1632413735405,139.21084076263153,0.008397700132704076,-0.02206167190074979,0.6849152098828164,0.728240287636301,-0.0157530235756901,-0.004880711443506114,-0.7887650892949815,0.6144734777136514
0.05,166.37030729447036,25.534427272640556,134.14000653480483,28.075732339532262,857.4884378054302,139.02741356877158,0.011299392355855488,-0.026331492549461866,0.6857632304006028,0.7272604540761417,-0.007499502814433235,0.002969850866909802,-0.7919520068572576,0.6105300617317109
0.05,169.93858439826016,25.446757301122556,134.17338170796282,30.356916901947393,857.522899720256,139.16379298925162,0.012772721360179831,-0.02533534679074933,0.6851553893051429,0.7278441250007903,-0.008050961502369119,0.0033253102250612628,-0.793699820631696,0.608247251584426
0.05,173.92403186507326,25.399141173388283,134.19505880539668,33.59514391084638,857.4908432766947,138.98297684346764,0.013785048711669964,-0.027120973037601033,0.6853824251710008,0.7275474943398735,-0.007939972615997359,0.002575623637457915,-0.793255629722421,0.6088315275274604
0.05,177.93728095630934,25.397663512343215,134.17171411633325,38.5958317306814,857.5489772408882,138.97120042703241,0.014497630789394231,-0.02796529557482756,0.68567259441925,0.7272281995407507,-0.00783211619117659,0.0021573333056891975,-0.794090371343455,0.6077454121658098
0.05,181.96016514468275,25.34586774785594,134.15267714077382,44.251978720608214,857.6168032344392,139.09935042692786,0.014047662439577165,-0.022141796628655952,0.6916182175409782,0.72178711902297,-0.010059442385729046,0.004279490846585487,-0.7910186273988415,0.6116943883059864
0.05,185.9627284926839,25.392248189562224,134.1242584092515,48.12828648276278,857.4331795898338,139.10367945834318,0.013807421063649539,-0.02217015809646225,0.691390960616485,0.722008572519304,-0.012716910059502207,-0.005628656356126937,-0.7861463796356585,0.617883863045403
0.05,189.85840859201997,25.526693890180432,133.9860185792606,50.475157652652655,857.6667929302714,138.94548631201022,0.011962756426575709,-0.021343500531023126,0.6898294799158895,0.7235583156060983,-0.008348329806149562,0.0031095575369863306,-0.7946610300506625,0.6069880421887998
0.05,192.84748362594175,25.55818421386501,133.80228815529824,52.51452807484741,857.4489404907993,139.20738705444722,0.0079224184040878,-0.01673952241944045,0.6912582942208435,0.7223703996888918,-0.014795516908270445,-0.004443401169551038,-0.7865517656730604,0.6173310852225528
0.05,182.44168745523604,25.52484796091518,134.05084209116922,59.35515983269171,857.75924063121,139.03736102640772,0.015327115977512417,-0.027938722577269797,0.68747822728892,0.7255054750311994,-0.007881668818195527,0.0044682361323456436,-0.7889667316268782,0.614369115881086
0.05,182.05204885470224,25.582839292302786,133.9889781856057,59.35368610542102,857.4715451251291,139.11193632840448,0.013111765014780686,-0.02671212000226237,0.6854126513651662,0.7275465906811434,-0.012605335530441287,-0.004161227915466772,-0.780966014188426,0.6244324418069931
0.05,179.44571794721531,25.564747894160238,133.96571770393192,59.40166316018688,857.5215843119147,139.03562166891697,0.013095694423331415,-0.025486982207535865,0.6865921189559343,0.72647792720297,-0.012619660628003076,-0.0058206345051848435,-0.7865616969777429,0.6173552957795734
0.05,176.92362658720288,25.606197725409302,133.97926884011432,59.205525969597105,857.5092868060766,139.06126453689512,0.013092208069568106,-0.025888723896240657,0.6851384148321225,0.7278349542198519,-0.013030451027907699,-0.005913078874046933,-0.7872659891986945,0.6164474877029182
0.05,173.84277644722465,25.658653438265134,133.9440580031262,58.618624887801786,857.7063943997579,139.14533770268864,0.01243173072646946,-0.021340572635915142,0.6903948217626849,0.7230110802152251,-0.00945033917554555,0.003961711924003784,-0.7949186392851278,0.6066295021223244
0.05,170.46919769270306,25.64163160457942,133.93809972136427,57.25648756040724,857.722519610913,139.2214125464551,0.011757903318892943,-0.02115516299913079,0.6901447019447629,0.7232665491819723,-0.008761195572935076,0.005403189174669034,-0.7909947315856485,0.6117363660945976
0.05,166.87496879346676,25.605143481941315,133.95371203536925,55.56456323649105,857.6894157831547,139.09616765889265,0.011435110171905736,-0.020713439738359977,0.6900889817761883,0.7233376728061836,-0.00990583474255449,0.004363559236927733,-0.7910655267231005,0.6116356482573124
