mass_A
t,x,y
0.0,8.263756294159263E-5,-6.611005035327688E-4
0.75,1.6527512588319915E-4,-5.784629405911623E-4
1.4500000000000002,0.0,-1.6527512588318527E-4
1.5,0.0,-4.1318781470797705E-4
1.55,-8.571244900452968E-5,-4.869850802185771E-4
1.6,1.110802590238158E-4,-9.789668502894755E-4
1.6500000000000001,0.0,-8.263756294159541E-4
1.7000000000000002,0.002570989109378266,-0.001175759558317807
1.75,0.0024725927553640864,-0.0012741559123319868
1.8,0.006605239623959563,-0.0012741559123319868
1.85,0.010344301076498308,-0.0013725522663461664
1.9000000000000001,0.010344301076498308,-0.0014709486203603461
1.9500000000000002,0.014311821467017496,-0.00164042410855883
2.0,0.018519488760220457,-0.001552764373283777
2.0500000000000003,0.0230558800607049,-0.0023138517623646493
2.1,0.026233545464425884,-0.002517021461309471
2.2,0.02746526667496524,-0.0016677413283887055
2.25,0.027022483081901444,-6.611005035327688E-4
2.4000000000000004,0.0292536972813245,-0.00132220100706551
2.45,0.03198073685839713,-0.0015701136958903017
2.5500000000000003,0.03238508437567414,-0.002159723098459604
2.6,0.04399585414934712,-0.0023565158064879355
2.6500000000000004,0.049801239036183595,-0.002454912160502115
2.7,0.05826332548140288,-0.003045290284587193
2.75,0.05796813641936034,-0.0036356684086722713
2.8000000000000003,0.0679061681747923,-0.003537272054658064
2.85,0.06780777182077814,-0.003734064762686423
2.9000000000000004,0.07567948014191235,-0.003537272054658064
2.95,0.08276401763093315,-0.003734064762686423
3.0,0.08817581710171295,-0.003438875700643884
3.0500000000000003,0.09260365303235092,-0.003242082992615525
3.1,0.09575233636080462,-0.003045290284587193
3.1500000000000004,0.09565394000679046,-0.0036356684086722713
3.2,0.09565394000679046,-0.003537272054658064
3.25,0.09722828167101728,-0.002848497576558834
3.3000000000000003,0.0981138488571449,-0.002848497576558834
3.35,0.09742507437904564,-0.002454912160502115
3.4000000000000004,0.09732667802503146,-0.0026517048685304745
3.45,0.09565394000679046,-0.0026517048685304745
3.5,0.09339082386446436,-0.002553308514516295
3.5500000000000003,0.09339082386446436,-0.003045290284587193
3.6,0.09378440928052105,-0.003045290284587193
3.6500000000000004,0.09526035459073372,-0.002553308514516295
3.7,0.09555554365277626,-0.002553308514516295
3.75,0.09486676917467703,-0.002454912160502115
3.8000000000000003,0.09289884209439346,-0.0018645340364170648
3.85,0.10726470978046344,-0.0018645340364170648
3.9000000000000004,0.11061018581694547,-0.002258119452473756
3.95,0.11385726549941334,-0.002258119452473756
4.0,0.11759632695195209,-0.002159723098459604
4.05,0.11700594882786704,-0.0019629303904312445
4.1000000000000005,0.11985944309427819,-0.0019629303904312445
4.15,0.12025302851033488,-0.002454912160502115
4.2,0.12222095559061845,-0.002258119452473756
4.25,0.1237952972548453,-0.0020613267444453964
4.3,0.12281133371470353,-0.0016677413283887055
4.3500000000000005,0.1206466139263916,-0.0014709486203603461
4.4,0.12084340663441996,-0.0014709486203603461
4.45,0.12044982121836324,-0.0016677413283887055
4.5,0.11897387590815058,-0.0018645340364170648
4.55,0.11877708320012222,-0.0018645340364170648
4.6000000000000005,0.11710434518188119,-0.0018645340364170648
4.65,0.11710434518188119,-0.0018645340364170648
4.7,0.11493962539356929,-0.0020613267444453964
4.75,0.11080697852497383,-0.0026517048685304745
4.800000000000001,0.10588716082426493,-0.003143686638601373
4.8500000000000005,0.09939300145932921,-0.003143686638601373
4.9,0.09939300145932921,-0.003143686638601373
4.95,0.09437478740460613,-0.003143686638601373
5.0,0.08797902439368456,-0.002454912160502115
5.050000000000001,0.08109127961269215,-0.002750101222544654
5.1000000000000005,0.08109127961269215,-0.002750101222544654
5.15,0.07813938899226681,-0.0015693449743745258
5.2,0.08178005409079138,-0.0017661376824028574
5.25,0.08689666449952864,-0.0023565158064879355
5.300000000000001,0.08709345720755697,-0.0023565158064879355
5.3500000000000005,0.09289884209439346,-0.002848497576558834
5.4,0.093194031156436,-0.002454912160502115
5.45,0.09801545250313072,-0.002553308514516295
5.5,0.10362404468193885,-0.002750101222544654
5.550000000000001,0.10952782592278949,-0.002454912160502115
5.6000000000000005,0.11582519257969688,-0.002750101222544654
5.65,0.12044982121836324,-0.002553308514516295
5.7,0.12655039516724226,-0.002848497576558834
5.75,0.1263536024592139,-0.003045290284587193
5.800000000000001,0.12684558422928482,-0.0029468939305729858
5.8500000000000005,0.1331429508861922,-0.002848497576558834
5.9,0.13993229931317047,-0.003143686638601373
5.95,0.14808651279133755,-0.004627703524729299
6.0,0.15808565790727053,-0.005040891339437276
6.050000000000001,0.1676716152084955,-0.005123528902378882
6.1000000000000005,0.17788488749028264,-0.005585112195936631
6.15,0.17806020696083275,-0.006023410872311952
6.2,0.18874419375860207,-0.006115179657677994
6.25,0.199569714503951,-0.0061978172206196
6.300000000000001,0.19948707694100942,-0.006445729909444392
6.3500000000000005,0.2107257855010663,-0.0063630923465027855
6.4,0.22237077943437894,-0.007260409735288548
6.45,0.2344014472838331,-0.007478699446214321
6.5,0.23473995451671797,-0.00737084879852376
6.550000000000001,0.24630125634742278,-0.007230786757389529
6.6000000000000005,0.2603618171872776,-0.00737084879852376
6.65,0.27427713915490903,-0.00737084879852376
6.7,0.28700025609615815,-0.008181118731217879
6.75,0.28710891764300944,-0.008214904254188471
6.800000000000001,0.29885532216986777,-0.007864265313088203
6.8500000000000005,0.3094621501381502,-0.008039584783638337
6.9,0.32103323519445837,-0.007864265313088203
6.95,0.32068259625335815,-0.008039584783638337
7.0,0.3332772913434511,-0.008346393857101064
7.050000000000001,0.34592083847351507,-0.008015843605334666
7.1000000000000005,0.35525888308591524,-0.006693642598269184
7.15,0.3547630577082657,-0.00718946797591874
7.2,0.3599692241735862,-0.006445729909444392
7.25,0.36352263938007473,-0.006528367472385971
7.300000000000001,0.3676682143607912,-0.006198730342862058
7.3500000000000005,0.3713499232423438,-0.0065493692839622974
7.4,0.3748563126533463,-0.0063740498134121915
7.45,0.3748563126533463,-0.0065493692839622974
7.5,0.3775737644468732,-0.0063740498134121915
7.550000000000001,0.37906397994654917,-0.0063740498134121915
7.6000000000000005,0.38081717465205045,-0.006023410872311952
7.65,0.38099249412260056,-0.0063740498134121915
7.7,0.3820444109459013,-0.0063740498134121915
7.75,0.3827456888281018,-0.0063740498134121915
7.800000000000001,0.38239504988700157,-0.006198730342862058
7.8500000000000005,0.3806418551815003,-0.0063740498134121915
7.9,0.3774861047115981,-0.0065493692839622974
7.95,0.3734537568889453,-0.006900008225062537
8.0,0.37327843741839517,-0.006900008225062537
8.05,0.36977204800739266,-0.006724688754512431
8.1,0.3664409780669403,-0.006900008225062537
8.15,0.3639865054792386,-0.006900008225062537
8.200000000000001,0.36346054706758824,-0.006724688754512431
8.25,0.3638111860086885,-0.006724688754512431
8.3,0.3564477682455833,-0.007250647166162777
8.35,0.34961030889412853,-0.007425966636712911
