mass_A
t,x,y
8.4,0.34119497430772255,-0.007951925048363284
8.450000000000001,0.3315524034274658,-0.00847788346001363
8.5,0.3313770839569156,-0.008828522401113897
8.55,0.321909832547209,-0.008302563989463524
8.6,0.32068259625335815,-0.00812724451891339
8.65,0.300696176610644,-0.008653202930563764
8.700000000000001,0.29894298190514285,-0.009003841871664003
8.75,0.2870212579077344,-0.009354480812764271
8.8,0.28789785526048506,-0.008828522401113897
8.85,0.27527485338087615,-0.008653202930563764
8.9,0.2612492957368663,-0.009003841871664003
8.950000000000001,0.2477496965045068,-0.008828522401113897
9.0,0.23262473968058883,-0.008263756294159458
9.05,0.2323215830960959,-0.009529800283314377
9.1,0.23212891430293925,-0.00851166898298425
9.15,0.1965564111038708,-0.007075327695612643
9.200000000000001,0.19129682698736705,-0.008302563989463524
9.25,0.17166104628575324,-0.007425966636712911
9.3,0.14886951511423718,-0.006724688754512431
9.35,0.13624651323462833,-0.006900008225062537
9.4,0.12572734500162092,-0.004445535637360831
9.450000000000001,0.12572734500162092,-0.0053221329901114445
9.5,0.11906520512071621,-0.0042702161668106975
9.55,0.11170178735761106,-0.004971494049011205
9.600000000000001,0.10626688377055722,-0.004620855107910937
9.65,0.10153325806570389,-0.004796174578461071
9.700000000000001,0.10100729965405351,-0.004971494049011205
9.75,0.10118261912460365,-0.0033936188140600843
9.8,0.08628046412784317,-0.003744257755160324
9.850000000000001,0.07874172689418783,-0.004094896696260564
9.9,0.07330682330713402,-0.003568938284610218
9.950000000000001,0.06524212766182834,-0.003919577225710458
